material_id,formula,band_gap,density,energy_per_atom,formation_energy_per_atom,volume
mp-861258,Mn3Si3O10,1.280399999999999,3.42042930830343,-8.495281115625,-2.667680489612069,397.1827779238004
mp-675297,Mn4P4O13,3.6706,3.609014678739973,-8.327795878333333,-2.488107862395028,1015.256409198857
mp-531419,Mn4V4O13,1.5289,3.687697456998455,-8.735535122619048,-2.197098050558292,1137.455194393243
mp-1222437,Mn5(FeO3)4,0.7605000000000001,4.645185036007991,-8.480206099285715,-1.85803022498358,493.361019010525
mp-758400,Mn5(FeO3)4,0.3225,4.701180425501415,-8.45768133857143,-1.835505464269294,487.4846348006124
mp-1222112,Mn5Cr4O12,0.1472,4.626722884286907,-9.07355066642857,-2.226036456888339,484.2786759413162
mp-1222248,Mn5Cr4O12,0.3132,4.654821568270958,-9.073300686666666,-2.225786477126435,481.355342946504
mp-1221657,Mn5V4O12,0.0199,4.77817515581212,-9.025574081904796,-2.286467758078851,465.996645946378
mp-1211172,Mn6Te5O16,0.8991999999999991,4.88417024082852,-7.342550522777778,-1.792328400589612,1664.0424096367783
mp-532522,Mn7V5O16,0.253099999999999,4.5564173728684825,-8.99743911,-2.257402914482758,652.5395205402717
mp-1258775,MnAlO3,0.9551,4.237535610098608,-8.093744239333333,-2.54344941191954,305.46087390949106
mp-1368992,MnAlO3,0.5506000000000001,4.298973249194269,-8.122675318,-2.572380490586207,200.7303070837377
mp-774250,MnAlO3,1.2511,4.425479034357374,-8.224187442,-2.673892614586207,97.49613700077629
mp-1278986,MnBO3,0.598599999999999,3.967412822876042,-8.5338120395,-2.39675402391954,190.43316385079183
mp-1289597,MnBO3,1.3314,4.17346945507131,-8.5457817935,-2.408723777919539,181.03091068377705
mp-25296,MnBO3,0.5716,3.015730413818371,-8.340365041333333,-2.203307025752873,187.8965140668545
mp-1106239,MnBiO3,0.0958,8.049140656477718,-7.383415411,-1.804228887586207,257.3938245834839
mp-1194603,MnBiO3,1.9010999999999991,8.108896012607493,-7.387102695,-1.807916171586207,510.9941217546845
mp-23477,MnBiO3,1.4751,8.011892827783502,-7.385154106,-1.805967582586208,258.5904657881425
mp-556711,MnBiO3,0.7774999999999991,7.468876016334211,-7.3154482555,-1.736261732086208,554.7820297592973
